,vpn_number,trial,condition,correct_key,key,rt,iscorrect,accuracy,error_rate
35,1,35,pictures,l,l,0.36646819114699997,True,0.98,0.020000000000000018
36,1,36,pictures,l,l,0.40852999687200003,True,0.98,0.020000000000000018
37,1,37,words,s,s,0.443336963654,True,0.98,0.020000000000000018
38,1,38,words,s,s,0.376507997513,True,0.98,0.020000000000000018
39,1,39,words,s,s,0.37095499038699997,True,0.98,0.020000000000000018
40,1,40,pictures,l,l,0.35632586479199996,True,0.98,0.020000000000000018
41,1,41,words,s,s,0.617430925369,True,0.98,0.020000000000000018
42,1,42,pictures,l,l,0.462604999542,True,0.98,0.020000000000000018
43,1,43,words,s,s,0.575834989548,True,0.98,0.020000000000000018
44,1,44,pictures,l,l,0.538974046707,True,0.98,0.020000000000000018
45,1,45,pictures,l,l,0.490792989731,True,0.98,0.020000000000000018
46,1,46,words,s,s,0.439512014389,True,0.98,0.020000000000000018
